Sample,Year,Month,Day,Bulk vs. Seq,Sample,Study Site,,pH,pH stat,NH4,NH4 stat,Ordinal date,Na,Mg,K,Ca,Total Al,Si,S,ICP,,Cl,SO4,NO3,IC,Total N,TN,DON,,DOC,DOC,,Ca_Al Ratio,ADP,
45090,2009,12,2,Seq,LL,LL,LL_BE_SEQ6_02Dec09,6.68,D,19.45,D,733743,20.74,49.64,229.08,84.42,2.89,116.07,30.69,D,45090,22.29,45.54,80.92,D,119.87,D,19.50,45090,1475.71,D,Y,14.6055363322,85,
45091,2009,12,2,Seq,LL,LL,LL_BE_SEQ7_02Dec09,6.84,D,4.64,D,733743,20.83,47.86,229.69,79.70,4.18,103.20,27.12,D,45091,39.75,39.10,69.20,D,102.73,D,28.89,45091,1550.48,D,Y,9.53349282297,85,
45092,2009,12,2,Seq,LL,LL,LL_BE_SEQ8_02Dec09,6.53,D,4.31,D,733743,29.25,6.99,-4.70,47.99,-0.03,0.00,6.31,D,45092,53.32,38.37,69.84,D,104.22,D,30.07,45092,1465.31,D,Y,N/A,85,
45093,2009,12,2,Seq,LL,LL,LL_BE_SEQ9_02Dec09,6.64,D,4.08,D,733743,1050.63,748.14,40.05,1342.38,0.32,104.68,347.86,D,45093,68.05,33.04,50.20,D,74.84,D,20.55,45093,1148.74,D,Y,2097.46875,85,
45094,2009,12,2,Seq,LL,LL,LL_BE_SEQ10_02Dec09,6.77,D,3.96,D,733743,29.63,240.48,734.80,261.32,11.80,7.17,235.05,D,45094,20.54,12.54,31.70,D,52.65,D,16.99,45094,677.71,D,Y,11.0728813559,85,
45095,2009,12,2,Seq,SF,YP,SF_YP_SEQ1_02Dec09,6.19,D,43.04,D,733743,30.31,385.22,1067.72,350.95,20.37,10.04,387.77,D,45095,151.50,371.05,1.95,D,166.10,D,121.11,45095,5793.89,D,Y,8.61438389789,85,
45096,2009,12,2,Seq,SF,YP,SF_YP_SEQ2_02Dec09,5.72,D,45.51,D,733743,21.84,232.49,920.11,215.25,13.43,11.49,294.36,D,45096,252.77,612.56,3.61,D,220.76,D,171.64,45096,9571.52,D,Y,8.01377513031,85,
45097,2009,12,2,Seq,SF,YP,SF_YP_SEQ3_02Dec09,6.00,D,45.29,D,733743,16.53,199.28,900.72,176.77,12.22,11.21,270.09,D,45097,186.53,466.74,2.87,D,184.27,D,136.10,45097,7144.85,D,Y,7.23281505728,85,
45098,2009,12,2,Seq,SF,YP,SF_YP_SEQ4_02Dec09,5.95,D,47.17,D,733743,13.19,153.28,865.37,139.32,10.14,10.75,230.27,D,45098,170.71,424.15,2.46,D,167.39,D,117.76,45098,6643.45,D,Y,6.86982248521,85,
45099,2009,12,2,Seq,SF,YP,SF_YP_SEQ5_02Dec09,6.37,D,36.66,D,733743,6.17,98.31,773.64,91.43,8.88,4.51,171.41,D,45099,159.12,359.26,2.42,D,187.4,D,148.32,45099,5824.62,D,Y,5.14808558559,85,
45100,2009,12,2,Seq,SF,YP,SF_YP_SEQ6_02Dec09,6.55,D,43.09,D,733743,4.20,69.27,683.03,66.70,10.56,6.46,136.91,D,45100,143.84,261.26,1.84,D,154.25,D,109.32,45100,4657.68,D,Y,3.15814393939,85,
45101,2009,12,2,Seq,SF,YP,SF_YP_SEQ7_02Dec09,6.69,D,36.70,D,733743,1.23,53.88,574.74,53.74,5.78,2.87,106.20,D,45101,134.07,209.61,1.65,D,131.33,D,92.98,45101,4721.92,D,Y,4.64878892734,85,
45102,2009,12,2,Seq,SF,YP,SF_YP_SEQ8_02Dec09,6.75,D,36.36,D,733743,-6.75,16.14,314.69,16.14,3.01,2.23,35.42,D,45102,115.68,156.61,1.76,D,118.32,D,80.20,45102,3403.52,D,Y,2.68106312292,85,
45103,2009,12,2,Seq,SF,YP,SF_YP_SEQ9_02Dec09,6.97,D,16.62,D,733743,4.77,12.89,90.39,10.99,0.34,1.33,20.16,D,45103,40.64,52.98,1.15,D,53.08,D,35.31,45103,1398.36,D,Y,16.1617647059,85,
45104,2009,12,2,Seq,TF,YP,TF_YP_SEQ1_02Dec09,7.12,D,17.22,D,733743,-4.91,16.01,34.51,11.98,0.92,1.12,13.28,D,45104,35.17,38.31,13.60,D,44.07,D,13.25,45104,873.94,D,Y,6.51086956522,85,
45105,2009,12,2,Seq,TF,YP,TF_YP_SEQ2_02Dec09,7.11,D,7.87,D,733743,37.64,27.85,75.09,22.86,3.18,1.96,19.23,D,45105,25.38,27.80,10.88,D,25.12,D,6.38,45105,368.08,D,Y,3.59433962264,85,
45106,2009,12,2,Seq,TF,YP,TF_YP_SEQ3_02Dec09,6.96,D,9.20,D,733743,38.26,12.67,54.64,10.72,1.38,1.62,12.70,D,45106,89.40,33.81,12.12,D,30.02,D,8.70,45106,390.66,D,Y,3.88405797101,85,
45107,2009,12,2,Seq,TF,YP,TF_YP_SEQ4_02Dec09,7.08,D,9.60,D,733743,-8.84,3.91,12.11,3.27,0.14,1.35,4.89,D,45107,84.66,26.42,8.56,D,26.15,D,7.98,45107,278.09,D,Y,11.6785714286,85,
45108,2009,12,2,Seq,TF,YP,TF_YP_SEQ5_02Dec09,7.27,D,7.00,D,733743,4.91,84.03,405.98,97.52,5.64,228.36,44.29,D,45108,29.45,16.28,2.59,D,14.85,D,5.26,45108,158.75,D,Y,8.64539007092,85,
45109,2009,12,2,Seq,LL,LL,LL_YP_SEQ1_02Dec09,6.60,D,24.19,D,733743,1.89,0.69,-1.24,-1.21,0.10,1.27,-0.51,D,45109,39.70,63.18,22.51,D,88.21,D,41.51,45109,1961.89,D,Y,N/A,85,
45110,2009,12,2,Seq,LL,LL,LL_YP_SEQ2_02Dec09,7.17,D,10.96,D,733743,3.36,72.82,364.35,80.13,2.79,177.91,37.94,D,45110,31.76,58.61,21.77,D,73.89,D,41.15,45110,1778.60,D,Y,14.3602150538,85,
45111,2009,12,2,Seq,LL,LL,LL_YP_SEQ3_02Dec09,6.93,D,12.66,D,733743,4.07,68.80,363.85,76.79,2.96,161.98,37.37,D,45111,40.84,59.87,17.09,D,85.62,D,55.87,45111,1665.49,D,Y,12.9712837838,85,
45112,2009,12,2,Seq,LL,LL,LL_YP_SEQ4_02Dec09,6.86,D,12.79,D,733743,3.76,68.81,369.00,75.73,2.98,155.98,37.63,D,45112,27.23,56.93,13.94,D,62.91,D,36.17,45112,1538.62,D,Y,12.7063758389,85,
45113,2009,12,2,Seq,LL,LL,LL_YP_SEQ5_02Dec09,6.83,D,11.68,D,733743,3.90,67.00,366.42,73.35,6.32,153.21,36.00,D,45113,30.72,57.21,19.68,D,65.14,D,33.77,45113,1484.87,D,Y,5.80300632911,85,
45114,2009,12,2,Seq,LL,LL,LL_YP_SEQ6_02Dec09,6.81,D,9.51,D,733743,4.83,68.46,369.55,73.67,6.16,131.09,34.63,D,45114,32.01,54.62,18.19,D,59.26,D,31.56,45114,1508.80,D,Y,5.97970779221,85,
45115,2009,12,2,Seq,LL,LL,LL_YP_SEQ7_02Dec09,6.73,D,6.92,D,733743,4.58,70.34,378.33,73.99,2.07,120.63,38.26,D,45115,52.47,53.28,22.73,D,60.84,D,31.19,45115,1428.77,D,Y,17.8719806763,85,
45116,2009,12,2,Seq,LL,LL,LL_YP_SEQ8_02Dec09,6.75,D,8.03,D,733743,7.50,67.26,371.68,68.05,1.99,89.27,43.96,D,45116,81.39,69.63,15.46,D,53.33,D,29.85,45116,1401.55,D,Y,17.0979899497,85,
45117,2009,12,2,Seq,LL,LL,LL_YP_SEQ9_02Dec09,6.88,D,8.03,D,733743,30.03,46.32,281.86,44.54,1.88,37.32,24.88,D,45117,86.92,72.16,15.22,D,50.66,D,27.42,45117,1387.94,D,Y,11.8457446809,85,
45118,2009,12,2,Seq,LL,LL,LL_YP_SEQ10_02Dec09,6.83,D,2.06,D,733743,25.35,9.08,-7.97,8.73,-0.25,7.75,4.99,D,45118,34.91,38.27,12.07,D,40.25,D,26.12,45118,954.11,D,Y,N/A,85,
45119,2009,12,2,Bulk,BP,BP,BP_BULK_02Dec09,6.68,D,1.86,D,733743,52.23,7.93,31.07,7.74,-0.21,15.46,10.90,D,45119,30.0353,10.10,0.14,D,6.31,D,4.31,45119,68.79,D,Y,N/A,85,
45120,2009,12,2,Bulk,TF,BE,TF_BE_BULK_02Dec09,6.69,D,10.09,D,733743,26.47,9.77,37.13,13.03,-0.03,8.75,9.95,D,45120,25.90,20.24,9.42,D,24.85,D,5.35,45120,244.32,D,Y,N/A,85,
45121,2009,12,2,Bulk,TF,YP,TF_YP_BULK_02Dec09,6.91,D,2.53,D,733743,12.62,36.79,85.17,36.25,9.78,55.36,50.60,D,45121,30.71,19.76,4.53,D,21.70,D,14.64,45121,382.00,D,Y,1.85327198364,85,
45122,2009,12,2,Bulk,SSF,BE,SSF_BE_BULK_02Dec09,6.33,D,8.57,D,733743,21.87,116.86,193.73,107.96,27.69,90.63,97.38,D,45122,43.30,94.40,30.45,D,61.59,D,22.58,45122,779.73,D,Y,1.94944023113,85,
45123,2009,12,2,Bulk,SSF,YP,SSF_YP_BULK_02Dec09,6.12,D,11.19,D,733743,283.76,1633.42,720.34,1587.65,8.08,17.46,3112.19,D,45123,83.51,178.19,114.09,D,160.45,D,35.17,45123,1711.59,D,Y,98.2456683168,85,
45124,2010,1,17,Seq,SF,BE,SF_BE_SEQ1_17Jan10,6.24,D,63.34,D,733789,209.43,740.76,519.19,789.89,5.07,10.35,1711.23,D,45124,512.69,5743.52,626.14,D,3044.37,D,2354.89,45124,1406.42,D,Y,77.8984220907,175,
45125,2010,1,17,Seq,SF,BE,SF_BE_SEQ2_17Jan10,6.36,D,1485.49,D,733789,122.25,319.45,329.98,336.64,2.13,8.20,841.46,D,45125,389.05,3296.08,449.53,D,2266.09,D,331.07,45125,1173.40,D,Y,79.0234741784,175,
45126,2010,1,17,Seq,SF,BE,SF_BE_SEQ3_17Jan10,6.55,D,1020.13,D,733789,80.68,170.73,240.74,178.14,1.71,5.01,511.13,D,45126,243.20,1600.70,260.54,D,1304.44,D,23.77,45126,959.38,D,Y,52.0877192982,175,
45127,2010,1,17,Seq,SF,BE,SF_BE_SEQ4_17Jan10,6.77,D,750.14,D,733789,13.25,6.41,-7.48,46.53,-0.36,1.12,6.22,D,45127,163.94,968.57,170.11,D,836.17,D,-84.07,45127,767.84,D,Y,N/A,175,
45128,2010,1,17,Seq,SF,BE,SF_BE_SEQ5_17Jan10,6.69,D,687.83,D,733789,89.40,147.31,230.43,150.74,0.86,9.84,442.91,D,45128,137.77,848.09,153.54,D,740.04,D,-101.32,45128,764.87,D,Y,87.6395348837,175,
45129,2010,1,17,Seq,SF,BE,SF_BE_SEQ6_17Jan10,6.58,D,482.53,D,733789,75.94,106.87,195.04,110.83,3.10,8.55,330.77,D,45129,115.32,616.73,133.05,D,576,D,-39.58,45129,650.55,D,Y,17.8758064516,175,
45130,2010,1,17,Seq,SF,BE,SF_BE_SEQ7_17Jan10,6.59,D,291.04,D,733789,50.51,50.23,125.87,51.48,1.14,7.69,181.70,D,45130,73.95,347.17,83.10,D,350.02,D,-24.11,45130,506.31,D,Y,22.5789473684,175,
45131,2010,1,17,Seq,SF,BE,SF_BE_SEQ8_17Jan10,6.79,D,180.99,D,733789,27.33,19.60,72.57,18.31,0.55,3.30,96.93,D,45131,33.46,183.76,42.25,D,194.79,D,-28.45,45131,335.10,D,Y,16.6454545455,175,
45132,2010,1,17,Seq,SF,BE,SF_BE_SEQ9_17Jan10,6.86,D,130.91,D,733789,21.25,12.90,59.66,12.14,0.21,3.99,73.75,D,45132,26.22,148.30,35.31,D,146.02,D,-20.20,45132,238.21,D,Y,28.9047619048,175,
45133,2010,1,17,Seq,SF,BE,SF_BE_SEQ10_17Jan10,6.93,D,100.29,D,733789,15.38,10.49,50.15,10.23,0.15,4.03,61.67,D,45133,15.04,117.51,23.70,D,111.16,D,-12.83,45133,227.03,D,Y,34.1,175,
45134,2010,1,17,Seq,SF,BE,SF_BE_SEQ11_17Jan10,6.86,D,108.82,D,733789,16.35,12.72,56.94,12.39,0.28,5.12,66.07,D,45134,19.47,133.17,31.26,D,123.04,D,-17.03,45134,245.96,D,Y,22.125,175,
45135,2010,1,17,Seq,SF,BE,SF_BE_SEQ12_17Jan10,6.86,D,92.59,D,733789,15.38,9.48,51.95,9.59,-0.10,4.75,56.35,D,45135,32.19,122.25,30.74,D,109.02,D,-14.32,45135,265.98,D,Y,N/A,175,
45136,2010,1,17,Seq,SF,BE,SF_BE_SEQ13_17Jan10,6.76,D,98.48,D,733789,18.30,11.72,60.44,11.80,1.44,5.73,60.35,D,45136,17.84,113.82,27.90,D,110.89,D,-15.49,45136,352.59,D,Y,4.09722222222,175,
45137,2010,1,17,Seq,SF,BE,SF_BE_SEQ14_17Jan10,6.61,D,102.71,D,733789,26.54,49.67,145.99,52.76,1.29,28.16,124.35,D,45137,8.35,223.56,70.91,D,168.11,D,-5.51,45137,611.38,D,Y,20.4496124031,175,
45138,2010,1,17,Seq,TF,BE,TF_BE_SEQ1_17Jan10,6.72,D,454.09,D,733789,164.00,86.88,78.25,144.27,0.30,3.81,244.24,D,45138,213.99,443.22,146.63,D,511.62,D,-89.10,45138,400.05,D,Y,240.45,175,
45139,2010,1,17,Seq,TF,BE,TF_BE_SEQ2_17Jan10,6.71,D,140.73,D,733789,33.41,23.25,36.71,41.02,1.90,2.76,454.87,D,45139,46.25,113.53,45.72,D,2675.26,D,2488.81,45139,865.06,D,Y,10.7947368421,175,
45140,2010,1,17,Seq,TF,BE,TF_BE_SEQ3_17Jan10,6.94,D,51.35,D,733789,10.41,9.07,17.18,14.85,0.45,1.38,28.63,D,45140,12.74,52.34,20.37,D,71.62,D,-0.10,45140,299.54,D,Y,16.5,175,
45141,2010,1,17,Seq,TF,BE,TF_BE_SEQ4_17Jan10,7.10,D,21.05,D,733789,1.96,5.01,6.20,8.90,0.46,1.04,12.52,D,45141,4.45,24.58,8.87,D,30.35,D,0.43,45141,249.31,D,Y,9.67391304348,175,
45142,2010,1,17,Seq,TF,BE,TF_BE_SEQ5_17Jan10,6.89,D,27.07,D,733789,3.17,8.83,9.44,17.66,-0.09,1.30,21.64,D,45142,8.63,40.43,16.03,D,47.66,D,4.57,45142,468.63,D,Y,N/A,175,
45143,2010,1,17,Seq,TF,BE,TF_BE_SEQ6_17Jan10,6.79,D,28.80,D,733789,6.13,11.73,13.26,23.11,0.17,2.39,24.41,D,45143,6.63,44.68,16.70,D,50.70,D,5.21,45143,611.20,D,Y,67.9705882353,175,
45144,2010,1,17,Seq,LL,LL,LL_BE_SEQ1_17Jan10,6.76,D,189.24,D,733789,45.33,189.89,342.48,209.89,4.02,96.05,173.08,D,45144,157.11,299.65,223.69,D,611.09,D,198.17,45144,1613.81,D,Y,26.105721393,175,
45145,2010,1,17,Seq,LL,LL,LL_BE_SEQ2_17Jan10,5.16,D,168.33,D,733789,39.30,192.47,338.32,214.62,4.14,80.32,175.46,D,45145,151.57,310.26,348.34,D,508.7,D,-7.97,45145,1370.95,D,Y,25.9202898551,175,
45146,2010,1,17,Seq,LL,LL,LL_BE_SEQ3_17Jan10,5.26,D,155.41,D,733789,38.59,189.89,340.71,213.29,3.44,83.65,165.97,D,45146,145.63,292.60,356.80,D,520.81,D,8.60,45146,1311.67,D,Y,31.0014534884,175,
45147,2010,1,17,Seq,LL,LL,LL_BE_SEQ4_17Jan10,5.00,D,132.70,D,733789,39.14,183.37,341.64,210.45,3.47,85.67,156.67,D,45147,132.35,260.84,335.57,D,490.1,D,21.83,45147,1343.05,D,Y,30.3242074928,175,
45148,2010,1,17,Seq,LL,LL,LL_BE_SEQ5_17Jan10,4.93,D,100.63,D,733789,37.41,159.48,324.37,184.33,1.83,72.98,139.26,D,45148,113.59,216.69,290.18,D,410.77,D,19.97,45148,1185.83,D,Y,50.3633879781,175,
45149,2010,1,17,Seq,LL,LL,LL_BE_SEQ6_17Jan10,5.87,D,55.67,D,733789,24.08,88.12,222.20,103.14,2.76,44.23,81.91,D,45149,72.57,139.00,212.67,D,286.01,D,17.68,45149,923.98,D,Y,18.6847826087,175,
45150,2010,1,17,Seq,LL,LL,LL_BE_SEQ7_17Jan10,5.93,D,16.37,D,733789,15.90,47.71,155.80,58.01,1.88,26.30,45.85,D,45150,34.66,79.12,152.93,D,197.71,D,28.41,45150,635.28,D,Y,15.4281914894,175,
45151,2010,1,17,Seq,LL,LL,LL_BE_SEQ8_17Jan10,5.58,D,14.67,D,733789,15.41,46.89,155.84,57.94,1.21,23.02,40.61,D,45151,28.65,67.11,155.28,D,195.71,D,25.76,45151,670.38,D,Y,23.9421487603,175,
45152,2010,1,17,Seq,LL,LL,LL_BE_SEQ9_17Jan10,5.65,D,15.81,D,733789,14.14,48.00,152.49,60.05,1.79,22.60,40.20,D,45152,25.88,67.74,155.84,D,214.81,D,43.17,45152,744.19,D,Y,16.7737430168,175,
45153,2010,1,17,Seq,LL,LL,LL_BE_SEQ10_17Jan10,5.66,D,13.90,D,733789,14.02,47.77,152.28,60.47,1.44,23.97,39.67,D,45153,24.16,67.94,154.71,D,194.91,D,26.30,45153,774.25,D,Y,20.9965277778,175,
45154,2010,1,17,Seq,LL,LL,LL_BE_SEQ11_17Jan10,6.86,D,19.36,D,733789,16.72,52.12,162.87,65.80,5.86,42.56,45.12,D,45154,25.18,73.96,102.16,D,225.67,D,104.16,45154,1108.47,D,Y,5.61433447099,175,
45155,2010,1,17,Seq,SF,YP,SF_YP_SEQ1_17Jan10,6.66,D,199.06,D,733789,104.44,442.39,1021.70,334.64,12.39,2.94,556.48,D,45155,206.72,949.35,105.31,D,329.56,D,25.19,45155,3718.39,D,Y,13.5044390638,175,
45156,2010,1,17,Seq,SF,YP,SF_YP_SEQ2_17Jan10,6.51,D,163.03,D,733789,60.83,409.37,982.69,290.96,8.60,3.05,613.36,D,45156,204.81,1062.10,82.87,D,294.12,D,48.22,45156,4662.80,D,Y,16.9162790698,175,
45157,2010,1,17,Seq,SF,YP,SF_YP_SEQ3_17Jan10,6.44,D,134.55,D,733789,52.21,328.02,904.15,234.35,7.66,3.32,539.15,D,45157,191.52,928.01,59.65,D,238.4,D,44.20,45157,3956.92,D,Y,15.296997389,175,
45158,2010,1,17,Seq,SF,YP,SF_YP_SEQ4_17Jan10,6.57,D,139.00,D,733789,47.85,257.58,802.84,188.15,7.07,3.38,462.68,D,45158,168.41,778.02,46.58,D,210.85,D,25.28,45158,3392.65,D,Y,13.3062234795,175,
45159,2010,1,17,Seq,SF,YP,SF_YP_SEQ5_17Jan10,6.25,D,68.72,D,733789,32.23,155.65,614.66,114.45,4.72,3.45,312.78,D,45159,117.45,534.41,29.50,D,152.51,D,54.30,45159,2684.31,D,Y,12.123940678,175,
45160,2010,1,17,Seq,SF,YP,SF_YP_SEQ6_17Jan10,6.15,D,59.38,D,733789,31.58,157.00,620.03,115.39,6.17,3.22,302.78,D,45160,103.84,516.56,29.23,D,137.86,D,49.25,45160,2644.36,D,Y,9.35089141005,175,
45161,2010,1,17,Seq,SF,YP,SF_YP_SEQ7_17Jan10,6.30,D,54.96,D,733789,28.86,240.39,951.31,184.61,12.16,1.29,395.96,D,45161,119.54,674.65,19.75,D,142.18,D,67.47,45161,3964.57,D,Y,7.59087171053,175,
45162,2010,1,17,Seq,SF,YP,SF_YP_SEQ8_17Jan10,6.31,D,50.52,D,733789,20.49,223.36,843.60,197.39,19.09,1.49,265.97,D,45162,72.23,441.78,0.32,D,129.72,D,78.89,45162,4577.20,D,Y,5.16998428497,175,
45163,2010,1,17,Seq,SF,YP,SF_YP_SEQ9_17Jan10,6.41,D,54.87,D,733789,18.00,182.32,775.77,160.84,13.30,1.01,249.07,D,45163,64.00,412.16,0.53,D,132.41,D,77.00,45163,4137.65,D,Y,6.04661654135,175,
45164,2010,1,17,Seq,SF,YP,SF_YP_SEQ10_17Jan10,6.36,D,25.07,D,733789,17.63,209.15,813.53,190.99,16.61,1.13,225.92,D,45164,56.26,362.39,0.20,D,106.13,D,80.87,45164,4771.44,D,Y,5.7492474413,175,
45165,2010,1,17,Seq,SF,YP,SF_YP_SEQ11_17Jan10,6.35,D,4.30,D,733789,13.72,173.45,694.03,167.52,14.34,0.94,157.76,D,45165,30.73,242.79,n.a.,D,78.97,D,74.67,45165,4336.58,D,Y,5.8410041841,175,
45166,2010,1,17,Seq,TF,YP,TF_YP_SEQ1_17Jan10,6.63,D,174.69,D,733789,122.84,54.63,93.01,66.26,0.67,4.57,94.02,D,45166,184.72,165.33,122.61,D,330.19,D,32.89,45166,1157.38,D,Y,49.447761194,175,
45167,2010,1,17,Seq,TF,YP,TF_YP_SEQ2_17Jan10,6.80,D,122.66,D,733789,30.09,27.46,71.76,37.19,0.14,1.41,61.51,D,45167,61.42,110.04,46.59,D,145.63,D,-23.61,45167,943.30,D,Y,132.821428571,175,
45168,2010,1,17,Seq,TF,YP,TF_YP_SEQ3_17Jan10,6.89,D,44.71,D,733789,10.73,14.47,71.54,22.37,-0.01,1.20,41.77,D,45168,27.13,74.82,23.13,D,70.55,D,2.71,45168,736.04,D,Y,N/A,175,
45169,2010,1,17,Seq,TF,YP,TF_YP_SEQ4_17Jan10,6.68,D,22.90,D,733789,3.27,5.68,35.87,8.21,-0.13,1.03,19.09,D,45169,9.11,35.58,9.30,D,35.05,D,2.85,45169,440.39,D,Y,N/A,175,
45170,2010,1,17,Seq,TF,YP,TF_YP_SEQ5_17Jan10,6.61,D,24.95,D,733789,5.78,9.20,57.80,16.38,-0.09,1.13,29.92,D,45170,10.43,56.66,15.06,D,45.72,D,5.72,45170,554.76,D,Y,N/A,175,
45171,2010,1,17,Seq,TF,YP,TF_YP_SEQ6_17Jan10,6.66,D,23.34,D,733789,8.78,12.03,78.91,18.31,0.45,1.59,32.15,D,45171,10.54,58.04,14.01,D,42.85,D,5.50,45171,779.71,D,Y,20.3444444444,175,
45172,2010,1,17,Seq,LL,LL,LL_YP_SEQ1_17Jan10,6.63,D,18.471,D,733789,16.69,131.04,309.17,112.14,3.01,98.16,49.90,D,45172,57.71,76.76,189.17,D,395.81,D,188.17,45172,1244.00,D,Y,18.6279069767,175,
45173,2010,1,17,Seq,LL,LL,LL_YP_SEQ2_17Jan10,5.96,D,101.865,D,733789,26.53,132.99,301.04,114.90,2.08,107.83,101.63,D,45173,126.93,171.43,263.75,D,390.12,D,24.51,45173,1410.07,D,Y,27.6201923077,175,
45174,2010,1,17,Seq,LL,LL,LL_YP_SEQ3_17Jan10,5.55,D,78.66,D,733789,22.46,119.42,301.94,104.70,1.55,94.88,96.41,D,45174,118.43,161.99,243.95,D,354.64,D,32.03,45174,1324.61,D,,33.7741935484,175,
45175,2010,1,17,Seq,LL,LL,LL_YP_SEQ4_17Jan10,5.42,D,61.75,D,733789,20.99,112.32,295.32,97.80,1.62,86.09,90.69,D,45175,111.80,152.67,239.45,D,347.96,D,46.76,45175,1209.70,D,,30.1851851852,175,
45176,2010,1,17,Seq,LL,LL,LL_YP_SEQ5_17Jan10,5.50,D,53.33,D,733789,20.59,106.32,282.33,93.50,1.53,77.61,83.65,D,45176,101.27,140.86,219.10,D,298.61,D,26.17,45176,1151.06,D,,30.5555555556,175,
45177,2010,1,17,Seq,LL,LL,LL_YP_SEQ6_17Jan10,5.64,D,34.44,D,733789,19.66,91.96,259.21,78.64,1.11,57.30,74.54,D,45177,89.77,125.79,201.00,D,260.4,D,24.95,45177,1065.28,D,,35.4234234234,175,
45178,2010,1,17,Seq,LL,LL,LL_YP_SEQ7_17Jan10,5.92,D,24.37,D,733789,15.77,65.95,215.08,56.89,0.85,35.46,55.01,D,45178,59.29,95.86,162.34,D,198.16,D,11.46,45178,749.41,D,,33.4647058824,175,
45179,2010,1,17,Seq,LL,LL,LL_YP_SEQ8_17Jan10,6.26,D,3.66,D,733789,10.47,40.53,166.27,35.41,0.33,10.00,33.71,D,45179,29.55,58.75,114.36,D,135.49,D,17.47,45179,537.97,D,,53.6515151515,175,
45180,2010,1,17,Seq,LL,LL,LL_YP_SEQ9_17Jan10,6.29,D,1.70,D,733789,10.89,41.02,168.46,37.52,0.48,11.68,28.39,D,45180,23.32,49.38,125.93,D,132.64,D,5.01,45180,490.10,D,,39.0833333333,175,
45181,2010,1,17,Seq,LL,LL,LL_YP_SEQ10_17Jan10,6.24,D,4.29,D,733789,10.83,44.84,172.75,38.07,0.31,9.43,30.17,D,45181,19.05,52.36,132.18,D,139.95,D,3.48,45181,543.25,D,,61.4032258065,175,
45182,2010,1,17,Seq,LL,LL,LL_YP_SEQ11_17Jan10,6.49,D,2.14,D,733789,11.17,47.72,181.66,39.00,0.67,11.21,32.44,D,45182,24.78,58.49,142.82,D,141.35,R,-3.61,45182,573.06,D,,29.1044776119,175,
45183,2010,1,17,Seq,LL,LL,LL_YP_SEQ12_17Jan10,6.81,D,115.04,D,733789,14.05,61.12,200.97,60.39,1.33,41.83,37.28,D,45183,21.58,59.82,67.36,D,198.36,D,15.96,45183,958.17,D,,22.7030075188,175,
45184,2010,1,17,Bulk,BP,BP,BP_BULK_17Jan10,7.11,D,22.99,D,733789,13.64,11.20,10.79,18.72,-0.22,0.95,15.10,D,45184,16.42,26.77,13.78,D,44.21,D,7.44,45184,82.38,D,,N/A,175,
45185,2010,1,17,Bulk,TF,BE,TF_BE_BULK_17Jan10,6.78,D,191.40,D,733789,38.97,28.91,53.03,46.37,-0.12,2.09,96.83,D,45185,49.97,177.98,51.74,D,209.97,R,-33.17,45185,54.73,D,,N/A,175,
45186,2010,1,17,Bulk,TF,YP,TF_YP_BULK_17Jan10,6.84,D,36.34,D,733789,30.81,16.76,112.40,24.34,0.56,3.47,49.97,D,45186,24.42,84.70,16.76,D,73.38,D,20.28,45186,816.44,D,,21.7321428571,175,
45187,2010,1,17,Bulk,SSF,BE,SSF_BE_BULK_17Jan10,5.93,D,277.69,D,733789,71.41,109.87,203.48,94.63,18.54,34.79,270.16,D,45187,104.4418,497.96,122.67,D,331.05,R,-69.31,45187,492.33,D,,2.55204962244,175,
45188,2010,1,17,Bulk,SSF,YP,SSF_YP_BULK_17Jan10,6.49,D,60.24,D,733789,31.05,152.59,180.24,120.57,22.51,65.44,112.03,D,45188,49.75,192.67,149.06,D,237.98,D,28.68,45188,1548.57,D,,2.67814304753,175,
45743,2010,3,11,Seq,SF,BE,SF_BE_SEQ1_11Mar10,5.89,D,294.00,D,733842,29.57,20.26,104.21,30.90,1.07,10.69,91.86,D,45743,34.79,158.77,90.27,D,426.76,D,42.50,45743,879.19,D,,14.4392523364,12,
45744,2010,3,11,Seq,SF,BE,SF_BE_SEQ2_11Mar10,5.71,D,234.24,D,733842,19.13,20.84,103.18,32.20,0.63,15.23,99.53,D,45744,19.19,173.24,100.42,D,389.03,D,54.37,45744,956.35,D,,25.5555555556,12,
45745,2010,3,11,Seq,SF,BE,SF_BE_SEQ3_11Mar10,5.65,D,236.13,D,733842,18.88,21.60,108.15,34.01,0.52,18.12,97.36,D,45745,21.38,166.48,102.92,D,378.61,D,39.56,45745,1039.45,D,,32.7019230769,12,
45746,2010,3,11,Seq,SF,BE,SF_BE_SEQ4_11Mar10,5.74,D,213.31,D,733842,19.36,22.11,110.17,33.59,0.66,18.48,95.04,D,45746,17.66,162.71,106.41,D,410.76,D,91.04,45746,1142.33,D,,25.446969697,12,
45747,2010,3,11,Seq,SF,BE,SF_BE_SEQ5_11Mar10,5.72,D,268.82,D,733842,20.41,22.95,116.50,36.96,0.64,21.69,96.70,D,45747,20.39,164.74,111.37,D,407.33,D,27.14,45747,1221.55,D,,28.875,12,
